metric,mean,std,cv,cv_pct,passes_5pct
waiting_time,79683.0,2963.80886698181,0.03719499600895812,3.719499600895812,True
mean_queue,2.032962962962963,0.061979520047752736,0.03048728441044496,3.0487284410444957,True
co2,52682522.02638322,1628500.6654925777,0.03091159274184008,3.091159274184008,True
